eval_loss,eval_accuracy,eval_f1,eval_precision,eval_recall,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
0.04193781688809395,0.9925925925925926,0.9925877970274055,0.9926185577282348,0.9925925925925926,34.9921,77.16,4.83,10.0
