eval_loss,eval_accuracy,eval_f1,eval_precision,eval_recall,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
0.057761263102293015,0.9837037037037037,0.9836992902867647,0.9839196343828936,0.9837037037037037,16.9878,158.938,2.531,5.0
